,Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI_x,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,gene_symbol,gene_url,disease_label,mondo_id,disease_url,MOI_y
235,TPM1,HGNC:12010,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1173d239-23cf-4c9c-9ea5-f95d9356e6c7-2020-11-13T170000.000Z,2020-11-13T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,TPM1,HGNC:12010,chr15:63334946-63364114,chr15:63042747-63071915,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TPM1&subject=,2015-11-09T15:55:57Z,TPM1,https://search.clinicalgenome.org/kb/genes/HGNC:12010,arrhythmogenic right ventricular cardiomyopathy,MONDO:0016587,https://search.clinicalgenome.org/kb/conditions/MONDO:0016587,Autosomal dominant inheritance
236,TPM1,HGNC:12010,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1173d239-23cf-4c9c-9ea5-f95d9356e6c7-2020-11-13T170000.000Z,2020-11-13T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,TPM1,HGNC:12010,chr15:63334946-63364114,chr15:63042747-63071915,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TPM1&subject=,2015-11-09T15:55:57Z,TPM1,https://search.clinicalgenome.org/kb/genes/HGNC:12010,dilated cardiomyopathy,MONDO:0005021,https://search.clinicalgenome.org/kb/conditions/MONDO:0005021,Autosomal dominant inheritance
237,TPM1,HGNC:12010,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1173d239-23cf-4c9c-9ea5-f95d9356e6c7-2020-11-13T170000.000Z,2020-11-13T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,TPM1,HGNC:12010,chr15:63334946-63364114,chr15:63042747-63071915,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TPM1&subject=,2015-11-09T15:55:57Z,TPM1,https://search.clinicalgenome.org/kb/genes/HGNC:12010,familial hypertrophic cardiomyopathy,MONDO:0024573,https://search.clinicalgenome.org/kb/conditions/MONDO:0024573,
238,TPM1,HGNC:12010,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1173d239-23cf-4c9c-9ea5-f95d9356e6c7-2020-11-13T170000.000Z,2020-11-13T17:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,TPM1,HGNC:12010,chr15:63334946-63364114,chr15:63042747-63071915,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TPM1&subject=,2015-11-09T15:55:57Z,TPM1,https://search.clinicalgenome.org/kb/genes/HGNC:12010,hypertrophic cardiomyopathy 3,MONDO:0007267,https://search.clinicalgenome.org/kb/conditions/MONDO:0007267,
239,STK11,HGNC:11389,familial ovarian cancer,MONDO:0016248,AD,SOP4,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8708,2016-10-26T00:00:00,Breast/Ovarian Cancer Gene Curation Expert Panel,STK11,HGNC:11389,chr19:1205777-1228430,chr19:1205778-1228431,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STK11&subject=,2021-11-10T18:01:07Z,STK11,https://search.clinicalgenome.org/kb/genes/HGNC:11389,Peutz-Jeghers syndrome,MONDO:0008280,https://search.clinicalgenome.org/kb/conditions/MONDO:0008280,Autosomal dominant inheritance
240,STK11,HGNC:11389,familial ovarian cancer,MONDO:0016248,AD,SOP4,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8708,2016-10-26T00:00:00,Breast/Ovarian Cancer Gene Curation Expert Panel,STK11,HGNC:11389,chr19:1205777-1228430,chr19:1205778-1228431,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STK11&subject=,2021-11-10T18:01:07Z,STK11,https://search.clinicalgenome.org/kb/genes/HGNC:11389,familial ovarian cancer,MONDO:0016248,https://search.clinicalgenome.org/kb/conditions/MONDO:0016248,Autosomal dominant inheritance
241,STK11,HGNC:11389,Peutz-Jeghers syndrome,MONDO:0008280,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_89685102-ac40-4932-96e7-c2e9e9280858-2023-12-20T180000.000Z,2023-12-20T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,STK11,HGNC:11389,chr19:1205777-1228430,chr19:1205778-1228431,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STK11&subject=,2021-11-10T18:01:07Z,STK11,https://search.clinicalgenome.org/kb/genes/HGNC:11389,Peutz-Jeghers syndrome,MONDO:0008280,https://search.clinicalgenome.org/kb/conditions/MONDO:0008280,Autosomal dominant inheritance
242,STK11,HGNC:11389,Peutz-Jeghers syndrome,MONDO:0008280,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_89685102-ac40-4932-96e7-c2e9e9280858-2023-12-20T180000.000Z,2023-12-20T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,STK11,HGNC:11389,chr19:1205777-1228430,chr19:1205778-1228431,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=STK11&subject=,2021-11-10T18:01:07Z,STK11,https://search.clinicalgenome.org/kb/genes/HGNC:11389,familial ovarian cancer,MONDO:0016248,https://search.clinicalgenome.org/kb/conditions/MONDO:0016248,Autosomal dominant inheritance
243,LRP2,HGNC:6694,congenital heart disease,MONDO:0005453,AR,SOP11,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_291857b3-399a-42fa-86f7-d4077f97accd-2024-09-09T160000.000Z,2024-09-09T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,LRP2,HGNC:6694,chr2:169983619-170219044,chr2:169127109-169362534,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=LRP2&subject=,2019-04-24T16:46:35Z,LRP2,https://search.clinicalgenome.org/kb/genes/HGNC:6694,congenital heart disease,MONDO:0005453,https://search.clinicalgenome.org/kb/conditions/MONDO:0005453,Autosomal recessive inheritance
244,LRP2,HGNC:6694,congenital heart disease,MONDO:0005453,AR,SOP11,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_291857b3-399a-42fa-86f7-d4077f97accd-2024-09-09T160000.000Z,2024-09-09T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,LRP2,HGNC:6694,chr2:169983619-170219044,chr2:169127109-169362534,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=LRP2&subject=,2019-04-24T16:46:35Z,LRP2,https://search.clinicalgenome.org/kb/genes/HGNC:6694,Donnai-Barrow syndrome,MONDO:0009104,https://search.clinicalgenome.org/kb/conditions/MONDO:0009104,
245,HBA1,HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df23db1a-3b2f-497f-87c4-556c51e7bdd6-2023-10-25T160000.000Z,2023-10-25T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,https://search.clinicalgenome.org/kb/conditions/MONDO:0020835,Autosomal dominant inheritance
246,HBA1,HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df23db1a-3b2f-497f-87c4-556c51e7bdd6-2023-10-25T160000.000Z,2023-10-25T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,unstable hemoglobin disease,MONDO:0020459,https://search.clinicalgenome.org/kb/conditions/MONDO:0020459,Autosomal dominant inheritance
247,HBA1,HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df23db1a-3b2f-497f-87c4-556c51e7bdd6-2023-10-25T160000.000Z,2023-10-25T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,https://search.clinicalgenome.org/kb/conditions/MONDO:0054802,Autosomal dominant inheritance
248,HBA1,HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df23db1a-3b2f-497f-87c4-556c51e7bdd6-2023-10-25T160000.000Z,2023-10-25T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,alpha thalassemia spectrum,MONDO:0011399,https://search.clinicalgenome.org/kb/conditions/MONDO:0011399,
249,HBA1,HGNC:4823,unstable hemoglobin disease,MONDO:0020459,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b58582d7-d863-4179-8e4d-76b8e70adde4-2023-11-22T170000.000Z,2023-11-22T17:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,https://search.clinicalgenome.org/kb/conditions/MONDO:0020835,Autosomal dominant inheritance
250,HBA1,HGNC:4823,unstable hemoglobin disease,MONDO:0020459,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b58582d7-d863-4179-8e4d-76b8e70adde4-2023-11-22T170000.000Z,2023-11-22T17:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,unstable hemoglobin disease,MONDO:0020459,https://search.clinicalgenome.org/kb/conditions/MONDO:0020459,Autosomal dominant inheritance
251,HBA1,HGNC:4823,unstable hemoglobin disease,MONDO:0020459,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b58582d7-d863-4179-8e4d-76b8e70adde4-2023-11-22T170000.000Z,2023-11-22T17:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,https://search.clinicalgenome.org/kb/conditions/MONDO:0054802,Autosomal dominant inheritance
252,HBA1,HGNC:4823,unstable hemoglobin disease,MONDO:0020459,AD,SOP10,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b58582d7-d863-4179-8e4d-76b8e70adde4-2023-11-22T170000.000Z,2023-11-22T17:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,alpha thalassemia spectrum,MONDO:0011399,https://search.clinicalgenome.org/kb/conditions/MONDO:0011399,
253,HBA1,HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_599e57aa-17fd-40f4-9e13-a1968e57e9ed-2024-03-28T160000.000Z,2024-03-28T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,https://search.clinicalgenome.org/kb/conditions/MONDO:0020835,Autosomal dominant inheritance
254,HBA1,HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_599e57aa-17fd-40f4-9e13-a1968e57e9ed-2024-03-28T160000.000Z,2024-03-28T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,unstable hemoglobin disease,MONDO:0020459,https://search.clinicalgenome.org/kb/conditions/MONDO:0020459,Autosomal dominant inheritance
255,HBA1,HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_599e57aa-17fd-40f4-9e13-a1968e57e9ed-2024-03-28T160000.000Z,2024-03-28T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,"erythrocytosis, familial, 7",MONDO:0054802,https://search.clinicalgenome.org/kb/conditions/MONDO:0054802,Autosomal dominant inheritance
256,HBA1,HGNC:4823,"methemoglobinemia, alpha type",MONDO:0020835,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_599e57aa-17fd-40f4-9e13-a1968e57e9ed-2024-03-28T160000.000Z,2024-03-28T16:00:00.000Z,General Gene Curation Expert Panel,HBA1,HGNC:4823,chr16:226679-227521,chr16:176680-177522,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=HBA1&subject=,2012-04-19T22:15:21Z,HBA1,https://search.clinicalgenome.org/kb/genes/HGNC:4823,alpha thalassemia spectrum,MONDO:0011399,https://search.clinicalgenome.org/kb/conditions/MONDO:0011399,
257,GLUL,HGNC:4341,congenital brain dysgenesis due to glutamine synthetase deficiency,MONDO:0012393,AR,SOP11,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d71d7866-437d-48bd-8a98-21e67abdd917-2024-12-13T170000.000Z,2024-12-13T17:00:00.000Z,Aminoacidopathy Gene Curation Expert Panel,GLUL,HGNC:4341,chr1:182347233-182360925,chr1:182378098-182391790,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=GLUL&subject=,2015-06-04T18:40:28Z,GLUL,https://search.clinicalgenome.org/kb/genes/HGNC:4341,congenital brain dysgenesis due to glutamine synthetase deficiency,MONDO:0012393,https://search.clinicalgenome.org/kb/conditions/MONDO:0012393,Autosomal recessive inheritance
258,CACNA1C,HGNC:1390,long QT syndrome,MONDO:0002442,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c496551d-c7a7-4e49-ad41-8cfd49840dc1-2020-04-24T160000.000Z,2020-04-24T16:00:00.000Z,Long QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,Timothy syndrome,MONDO:0010979,https://search.clinicalgenome.org/kb/conditions/MONDO:0010979,Autosomal dominant inheritance
259,CACNA1C,HGNC:1390,long QT syndrome,MONDO:0002442,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c496551d-c7a7-4e49-ad41-8cfd49840dc1-2020-04-24T160000.000Z,2020-04-24T16:00:00.000Z,Long QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,long QT syndrome,MONDO:0002442,https://search.clinicalgenome.org/kb/conditions/MONDO:0002442,Autosomal dominant inheritance
260,CACNA1C,HGNC:1390,long QT syndrome,MONDO:0002442,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c496551d-c7a7-4e49-ad41-8cfd49840dc1-2020-04-24T160000.000Z,2020-04-24T16:00:00.000Z,Long QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,short QT syndrome,MONDO:0000453,https://search.clinicalgenome.org/kb/conditions/MONDO:0000453,Autosomal dominant inheritance
261,CACNA1C,HGNC:1390,long QT syndrome,MONDO:0002442,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c496551d-c7a7-4e49-ad41-8cfd49840dc1-2020-04-24T160000.000Z,2020-04-24T16:00:00.000Z,Long QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,Brugada syndrome,MONDO:0015263,https://search.clinicalgenome.org/kb/conditions/MONDO:0015263,Autosomal dominant inheritance
262,CACNA1C,HGNC:1390,Brugada syndrome,MONDO:0015263,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10146,2017-11-21T00:00:00,Brugada Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,Timothy syndrome,MONDO:0010979,https://search.clinicalgenome.org/kb/conditions/MONDO:0010979,Autosomal dominant inheritance
263,CACNA1C,HGNC:1390,Brugada syndrome,MONDO:0015263,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10146,2017-11-21T00:00:00,Brugada Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,long QT syndrome,MONDO:0002442,https://search.clinicalgenome.org/kb/conditions/MONDO:0002442,Autosomal dominant inheritance
264,CACNA1C,HGNC:1390,Brugada syndrome,MONDO:0015263,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10146,2017-11-21T00:00:00,Brugada Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,short QT syndrome,MONDO:0000453,https://search.clinicalgenome.org/kb/conditions/MONDO:0000453,Autosomal dominant inheritance
265,CACNA1C,HGNC:1390,Brugada syndrome,MONDO:0015263,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10146,2017-11-21T00:00:00,Brugada Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,Brugada syndrome,MONDO:0015263,https://search.clinicalgenome.org/kb/conditions/MONDO:0015263,Autosomal dominant inheritance
266,CACNA1C,HGNC:1390,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51dae85e-8745-48c1-8fb9-cabc2501d3fb-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,Timothy syndrome,MONDO:0010979,https://search.clinicalgenome.org/kb/conditions/MONDO:0010979,Autosomal dominant inheritance
267,CACNA1C,HGNC:1390,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51dae85e-8745-48c1-8fb9-cabc2501d3fb-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,long QT syndrome,MONDO:0002442,https://search.clinicalgenome.org/kb/conditions/MONDO:0002442,Autosomal dominant inheritance
268,CACNA1C,HGNC:1390,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51dae85e-8745-48c1-8fb9-cabc2501d3fb-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,short QT syndrome,MONDO:0000453,https://search.clinicalgenome.org/kb/conditions/MONDO:0000453,Autosomal dominant inheritance
269,CACNA1C,HGNC:1390,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51dae85e-8745-48c1-8fb9-cabc2501d3fb-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome Gene Curation Expert Panel,CACNA1C,HGNC:1390,chr12:2162153-2807116,chr12:1970780-2697950,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CACNA1C&subject=,2016-03-24T19:23:05Z,CACNA1C,https://search.clinicalgenome.org/kb/genes/HGNC:1390,Brugada syndrome,MONDO:0015263,https://search.clinicalgenome.org/kb/conditions/MONDO:0015263,Autosomal dominant inheritance
270,COL1A1,HGNC:2197,"Ehlers-Danlos syndrome, classic type, 1",MONDO:0019567,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35866dc4-e7a2-42c8-801c-019214666e8f-2023-09-28T160000.000Z,2023-09-28T16:00:00.000Z,Skeletal Disorders Gene Curation Expert Panel,COL1A1,HGNC:2197,chr17:48261462-48278992,chr17:50184101-50201631,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=COL1A1&subject=,2012-08-23T19:09:32Z,COL1A1,https://search.clinicalgenome.org/kb/genes/HGNC:2197,osteogenesis imperfecta type 1,MONDO:0008146,https://search.clinicalgenome.org/kb/conditions/MONDO:0008146,Autosomal dominant inheritance
